"";"ph2m";"pl2m";"m2p";"e2p";"PC";"P(H)";"P(L)";"PCI";"PI";"HT";"HT(inf)";"HT(ch)";"HT(ad)";"EN";"HT(tot)";"DEV"
"146";4,48218300007284e-05;0,000163437176845036;0,000405829733936116;0,000161037594196387;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"147";0,000106059185462072;0,000364766759332269;0,000123072314774618;6,40596421435475e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"148";7,35784729477018e-06;3,18787927972153e-05;0,000157115380861796;7,32992659322917e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"149";0,000239005410927348;5,95292029902339e-06;0,000103543185978197;0,000106486406410113;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"150";5,11648448882625e-05;4,92261247709393e-05;0,00014945766562596;0,000479974674293771;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"151";0,000143177572637796;2,30763539439067e-05;0,000213821707526222;0,000348574544885196;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"152";0,000136685370816849;5,85245920810848e-05;0,000183641498209909;0,000319596294662915;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"153";4,57640638342127e-05;0,000148182168486528;0,000153581434162334;0,000157236804720014;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"154";2,84805701812729e-05;5,35176704870537e-05;0,000137608111370355;0,000293737864005379;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"155";3,04947324329987e-05;0,000189100063522346;0,000111262048012577;3,11478936346248e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"156";0,000142143527627923;2,48968612868339e-06;0,000281315916217864;0,000140000124578364;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"157";3,85150259826332e-05;0,000299028189503588;0,00014485699555371;8,40214618947357e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"158";0,000297403879347257;2,99450964666903e-06;0,000150791068910621;0,000278284344705753;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
